CLCLIE;CLNOM;CLPTT
SP038;SPCR SARL;13016
SP039;SPID SARL;13005
SP040;SPIE NUCLEAIRE;35093
SP041;SPEED ALU SARL;34340
SP042;SP DEVELOPPEMENT SAS;83140
SP043;SPIE FACILITIES;35093
SP044;SPLETH;34540
SP045;SPEED PRO;34250
SP046;SPIE INDUSTRIE ET TERTIAIRE;35093
SP047;SPIE BATIGNOLLES PRESANCE IDF;78700
SP048;SPIE IDF NO 93;93200
SP049;SPIE OUEST CENTRE;44817
SP050;SPIE CENTRE PARIS OUEST 92;67411
SP051;SPIE BATIGNOLLES ÉNERGIE IDF;79202
SP052;SPIE (ICS) (D2);92247
SP053;SPIE CITYNETWORKS;35093
SP054;SPIE FACILITIES;35093
SP055;SPIE ICS (D4);92247
SP056;SPIE FACILITIES;35093
SP057;SERRURERIE METALLERIE SPINA;13013
SP058;SPIB;13002
SP059;SPIE OPERATIONS;95863
SP060;SPEC IDF;95330
SP061;SPELEM;31094
SQ001;SQUARELECTRIC GROUPE;98000
SQ002;SQUARE HABITAT;13006
SR002;SRV SARL;13015
SR003;SRF BATIMENT;06300
SS001;SSMA;83110
SS004;SSI SERVICE;91190
SS005;S2 SERRURERIE;30300
SS006;SSR SAINT JEAN SARL;06800
SS007;SS4;13380
SS008;SSSIAT SERENA;13010
ST003;STEEL GLASS;01700
ST004;STK ALU;13400
ST005;STORE AVENIR;84240
ST006;ST MAX ALU;83470
ST010;STE D EXPLOIT ETS RAYMOND;13004
ST011;STORESUD, SARL;13327
ST014;STODEFER;13400
ST016;STM 84;84120
ST017;STYLE HOUSE MEDITERRANEE;13190
ST018;STUDILODGE;69002
ST021;STELUS SARL;13010
ST025;STAR MENUISERIE;13008
ST026;STRUCTURES ESPACE LUMIERE;13105
ST027;SARL MENUISERIE STOYANOVITCH;20240
ST028;SECURITE TECHNOLOGIE SERVICE;13016
ST029;STAP S.A.R.L;13010
ST031;STAVEMAC COTE D'AZUR;83180
ST032;STEPHY SARL;13600
ST040;SARL SAINT LAURENT PVC;30220
ST044;STFM;13685
ST045;STERBAT;06210
ST047;STIM SARL;13140
ST048;STRB SARL;13321
ST049;STAR PEINTURES;13790
ST050;STELER;13005
ST053;STB;13016
ST055;STAR NEGOCE SARL;13700
ST056;STYL'MODERN;06600
ST058;STATION 2 BAIES;13240
ST060;STMI PROVENCE SARL;04160
ST062;STEFF ALU;83150
ST063;STORES HONORAT;13510
ST064;ST2N;06610
ST065;STTR SCL;83470
ST066;STAF SAS;13420
ST067;STOP EFFRACTION;13015
ST068;STANLEY SECURITY FRANCE;94200
ST069;S.T.E;13013
ST070;STBTP;13700
ST071;STAN ENTREPRISE;06250
ST073;STORES GP;06000
ST074;APLB STORES ELEC;06100
ST075;STORES NICE ENSEIGNE;06200
ST076;STORE FERMETURES MOUGINOISES;06250
ST077;STEPHALU GLACE;06220
ST078;STOPPINI SERRURERIE;06100
ST080;STORES DU CAP;06190
ST081;STORES FENETRES PRESTIGE;06300
ST082;STORE ROUX;06800
ST083;STB CONSTRUCTION;13791
ST084;STORES & FERMETURES PROVENCALE;04100
ST085;STORES XIII;13011
ST086;SOCIETE TRUPIANO BUNGALOW;13800
ST087;STEEL HOUSE;83130
ST088;STORE EXPRESS 06;06000
ST089;STORES ALU PICCIONE;06230
ST090;STEEL SOLUTION;13127
ST091;STORE CONCEPT 06 DIRADIS;06200
ST092;STMR;13220
ST093;STF;13124
ST094;STAND UP;06340
ST095;STRUCTURE ET RENOVATION;13008
ST096;STORE LEONE;06200
ST097;STP ENTREPRISE;95972
ST098;STEAMO;92100
ST099;STANLEY SECURITY IDF;94200
ST100;STORE ALLURE ALUMINIUM;06210
ST101;STIM;13740
ST102;STMS BATIMENT;13016
ST103;STORE JEAN;06700
ST104;STPF;06130
ST105;STEEL ACCESS;06700
ST106;STUDIO B41;06100
SU001;SULLIVANS ENTREPRISE FRANCE;75016
SU003;SUC REALISATIONS;34748
SU005;LOGEO MEDITERRANEE;13253
SU007;SUD SYETEMES SECURITE;83600
SU010;SUD ALU DIFFUSION;83700
SU012;SUD ALU;06300
SU013;SUD MENUISERIES;13013
SU014;SUD TECHNIQUES;13011
SU015;SUD EST MENUISERIE;83460
SU021;SUDELEC SAS;13545
SU022;SUTTER METALLERIE S.A.R.L;30200
SU029;SUD PROFIL E.U.R.L.;13600
SU030;SUD METAL;13127
SU033;SUD METAL (LAMBESC);13410
SU034;SUD PROVENCE CREATION;13240
SU035;SUD ALC;13318
SU036;SUD MENUISERIE PVC;34135
SU037;SUD RENOVATION DECO;13012
SU040;THIERY SUIRE SERRURERIE SARL;13270
SU044;SUD VITRAGES;34970
SU045;SUD METALLERIE;13015
SU046;ABRISUD BOIS;32600
SU050;SUDIPAN;06802
SU051;SUD CONFORT HABITAT;34280
SU052;SUD DECO NEGOCE SARL;13300
SU053;SURETE DEPANNAGE G. D'AMICO;20090
SU054;SUD ALPES MENUISERIE SARL;83600
SU055;SUD REAB;13720
SU056;SUD ENTREPRISE;06600
SU058;AFUL LA VALENTINE;42008
SU061;SUP AGRO MONTPELLIER;34060
SU062;SUD MENUISERIE ALUMINIUM;34740
SU063;SUR COFFRES-FORTS SARL;13680
SU064;SUD RENOV';13011
SU065;SUD BATIMENT MARIGNANE;13700
SU066;SUD TRAVAUX PEINTURES;13400
SU067;SUD RENOV HABITAT;13112
SU068;SUD PROTECTION;13009
SU069;SUD ASCENSEUR;13010
SU070;SUD ALU DIFFUSION;30520
SU071;SUD SERRURERIE;13770
SU072;SUD MOTEURS;13002
SU074;SUD ANTENNE;06100
SU075;SURE MESURE SARL;06150
SU076;SUD EST FERMETURE;06700
SU077;SUD MIROITERIE;06730
SU078;SUD MIROITERIE SARL;98012
SU079;SUD IMMO CONCEPT SARL;84420
SU080;LA SURVEILLANCE INDUSTRIELLE;06200
SU081;SUD ALU SERVICES SARL;06370
SU082;SUD EST ALU SYSTEM;06200
SU083;SUD MAINTENANCE SERVICE DEPANN;13290
SU084;SUD LUXE FERMETURES;13400
SU085;SUD PROMOTION;13011
SU086;SUSCILLON;38110
SU087;SUD ELECTRIQUE;13016
SU088;SUD OUVERTURE;13014
SU089;SUD DEPANNAGE PLOMBERIE;13011
SU090;SUD FERMETURES;06300
SU091;SURMETAL;13367
SU092;SUTTERLET;86035
SU093;SUD POSE;92100
SU094;SUD MAINTENANCE TECHNIQUE SMT;13001
SU095;SUN RIVIERA;98000
SU096;3F SUD;75621
SU097;SUD ETANCH;20090
SU098;SUDALU;83700
SU099;SAS SUPRALEC MS;93800
SU100;SUD FER ALU;84800
SU101;LA SUPERPOSE;13012
SU102;SUD ALU MENUISERIE;06500
SU103;SUD OUVRAGES;13190
SU104;SAS SUD ASSEMBLAGES;30110
SU105;SUDALYS;30420
SV001;SVR SERVICES;06000
SV002;SVF;78132
SW001;SWM;13080
SW002;SWAR;13003
SY004;SYSTEME CONSTRUCTION;13011
SY006;SYNDIC COPRO M 5 LES DOCKS;13006
SY012;SYNDICAT COPRO.CENTRE MAYOL;83000
SY016;"SYNDICAT COPRO.""LE VENDOME""";13012
SY017;SET;13016
SY018;SYSTEME ESPACE LUMIERE;13105
SY019;SYNTHESES SERVICES;13005
SY020;SYNERBAT 83;83240
SY021;SYL 20 ALUMINIUM;06700
SY022;SYA;13380
SY023;SYNDICAT COOPERATIF DES COPRO;13008
SY024;SYSCA;77164
SY025;SYNAP;51350
SY026;SYNAP S AGENCEMENT;94340
SY027;SYSTEM ID;91290
SY028;SYNERGIE CAD;06615
SZ001;SZABO METALLERIE;13821
TA001;TATAMY SCI;06000
TA002;TABUSSE MENUISERIES SARL;30540
TA003;TAVERNIER MENUISERIE;13100
TA005;TANGUY CHEVALIER;83130
TA006;CARI SAS;06515
TA008;SERRURERIE DU GOLFE;13600
TA009;SA HERVE TAINTON MATERIAUX;06003
TA010;STE ALUMINIUM DE L'ETANG;13220
TA011;TASHJIAN YEZEGEL;83560
TA012;TANFIN WEBB AUTOMATISMES;06600
TA013;SARL TALOTTA;06000
TA014;TARIOT IMMOBILIERE;13007
TA015;TAROUEN CONSTRUCTION;83340
TA016;TANOU SERRURERIE;13010
TA017;TAROUEN FACILITY;83340
TA018;TARDY SARL;95340
TA019;TALOS KOPP;94400
TA020;TAQUET CLOISONS;91291
TB002;TBF;34080
TB004;TBS;92300
TC001;TCHERTCHIAN MENUISERIE EURL;13420
TC002;TCB;13220
TC003;TCA MENUISERIES;13015
TC005;TCS BATIMENT;13090
TC006;TCHERKEZIAN SERGE;13240
TC007;TCM;13420
TC008;TCSI;13016
TC009;TCE;92240
TD001;TD CREATIONS;34200
TD002;TDF;59711
TE001;TEVEAL - PERES DENIS;13112
TE002;TECHNIC AZUR;83640
TE003;TELEM NICE;38610
TE004;TECHNICALU S.A;34250
TE009;TECHNIC RENOVATION DESIGN;98000
TE010;TELEM GIERES;38610
TE013;TELENCO DISTRIBUTION;38430
TE017;TECNIGLACE S.A.R.L;20167
TE021;TECNALUPVC;06100
TE022;TECHNIQUE POSE;13011
TE023;TEEXAL S.A.R.L;13014
TE024;TECHNIBAT;13016
TE025;TECHNOSUD S.A.R.L;13008
TE026;TECHMAVERRE S.A.R.L;84201
TE028;TELEM VITROLLES;38610
TE029;TECHNIC HABITAT SASU;13400
TE030;TERRADO SARL;34480
TE031;SARL TERRITOIRE;13011
TE032;SARL TEMPIER;04100
TE035;TECHNIQUES NLLES DE MENUISERIE;13010
TE036;TECHNAL;34070
TE037;TECHNICFER;34070
TE039;TECHNIC'ALU;30340
TE043;TECHNIQUES ALUMINIUM ET PVC;83600
TE045;TESIA SARL;13600
TE047;TECHNOBOIS;83400
TE050;TECHNIQUE ART ET CREATIONS;13009
TE054;TECHNOPOSE;13004
TE055;TELLIER;13344
TE056;TEAM WARTON;13610
TE057;TECH PRO SECURITE;38113
TE058;TEAM BTP;13010
TE059;TECHNIS COLORGLASS;13500
TE060;TED ALU 06;83490
TE061;TEA-CEFI SARL;13127
TE062;TELEM BORDEAUX;38610
TE063;TEC BAT;13011
TE064;TECHABITAT;13300
TE065;TERENZIANI ET FILS;06340
TE066;TENDANCE GLASS;06250
TE067;TECHNIQUE ANTENNE SERVICE;06300
TE068;TELIS S.A.M;98000
TE069;TELECONCEPTS TSM;06410
TE070;TECHNIC'ALUMINIUM SAS;05000
TE071;TECHNIVEC;13590
TE072;TECHNI BAT SERVICES M MERCIER;13510
TE073;TECHNI BAIN;84000
TE074;TIH SASU;83470
TE075;TECHNI HABITAT;13500
TE076;TERRASSES DU BAILLI SAS;83820
TE077;TECHNIQUE ELEC 13;13400
TE078;TELEM ILE DE FRANCE;38610
TE079;3 TECH;91600
TE080;TELIMA TELCO;92230
TE081;TEBOUL ELODIE;13000
TE082;TRAVAUX ELECTRIQUES DU MIDI;04105
TE083;TECHNI CONSEILS;13594
TE084;SARL TESTON;13410
TE085;TECHNIS;06000
TE086;TECHNIC ALU- ANTOINE FERRARA;06000
TH001;ST MICROELECTRONICS;01637
TH007;THYSSEN KRUPP ASCENCEURS SAS;49001
TH009;THEATRE DU GYMNASE-BERNARDINES;13001
TH013;THERMOLAQUAGE PROVENCAL;13127
TH014;THYSSENKRUPP MATERIALS FRANCE;78317
TH015;THEMA PROJET;13090
TH016;SARL THALAZUR;06600
TH017;THEATRE DE DRAGUIGNAN;83300
TH018;THEATRE JOLIETTE;13002
TH019;THOMAS MULTISERVICES HABITAT;83740
TH020;THERMATIC SAS;12033
TH021;THEMYS;13360
TH022;THEIA SECURITY SYSTEMS;92320
TI001;TIBERGHIEN BERNARD ENTREPRISE;84860
TI008;TIMBER BUILDING CONCEPT;13400
TI009;TIC MARSEILLE;13008
TI010;TITAN AVIATION;13794
TI011;TIXIT SA;87502
TI012;TIL TECHNOLOGIES;13592
TI013;TIME;06700
TI014;TIDONA AM ALUMINIUM EURL;83140
TI015;TIFALI SECURITE;93500
TI016;TI KAZ;13011
TL002;TLM COMPTOIR ET EQUIPEMENT;13010
TL003;TLS;94220
TM002;T.M.B.A;20110
TM004;TRAVAUX METALLIQUES ARGENCE;13770
TM005;TOUTES MENUISERIES PVC SARL;13011
TM006;TMS;13090
TM007;T & M;13008
TM008;TM2S;95500
TM009;TMB;27220
TN001;TNT TELECOM;13400
TO001;TOURRET ENTREPRISES;13396
TO002;TOSCANO ALAIN (ENTREPRISE);13320
TO005;TOFERBAT SARL;13014
TO006;TOP POSE MENUISERIE;20137
TO007;TORTO ETS, SA;06100
TO008;TONDA CORINNE;05470
TO011;TOUTES LES PORTES - MARSEILLE;13011
TO015;TORBEL INDUSTRIE;06690
TO018;TOBATI SARL ( BATIMAN );83140
TO020;TOUAX SOLUTIONS MODULAIRES;92040
TO021;TOULON HABITAT;83076
TO022;TOMASI PLEXI NEON;13400
TO023;TOUR DES OPIES MENUISERIE EURL;13430
TO024;TOUTES LES PORTES - LYON;13011
TO025;TOUTRAVAUX;13010
TO026;TOP INOX SARL;83600
TO027;FINANCIERE TOPVER SAS;06300
TO028;MENUISERIE TORERO;06300
TO029;SPEC TOBI;06200
TO030;TOP TECH;06000
TO032;SAS TOUTBOIS AGENCEMENT;69150
TO033;TOURANCHE ENTREPRISE;84032
TO034;TOP FERMETURE;06380
TO036;TONY GOULLIART;83600
TO037;TOLER PRO SAS;13790
TO038;SASU TOP INOX;20620
TO039;TOP POSE;21137
TP004;TPA;83210
TP005;TPE;13001
TR001;TRAVAUX DU MIDI - AUBAGNE;13400
TR003;TRAVAUX DU MIDI MARSEILLE;13009
TR004;TRAPANI LA ROCCA;06510
TR005;TRADITION PEINTURE;13600
TR007;TRAVAUX DU MIDI MARSEILLE;13276
TR009;TRUCHI MIROITERIE ALU SARL;06000
TR010;SARL TRAMONTIN ET FILS;06110
TR012;TRANSFIX(SOCIETE NOUVELLE);83130
TR013;HOTEL DES FINANCES;13008
TR015;TROPIC'ALU;13004
TR018;TRADING SERVICES INTERNATIONAL;13127
TR019;TRANSFOMETAL;06220
TR021;TRAMONTIN ET FILS SARL;06110
TR023;TRICHARD ERIC;13190
TR024;3D DECO SARL;13680
TR025;TRADING MENUISE'O;13782
TR026;LES TRAVAUX D'HERCULE;13001
TR027;TRAVAUX DU MIDI VAR;83400
TR028;TREES TELECOM;13705
TR029;TRAVAUX DU MIDI MARSEILLE;13276
TR030;TRAVAUX DU MIDI MARSEILLE 1;13276
TR031;13 CONFORT DU BATIMENT;13011
TR032;ENT TRAMELEC;06000
TR033;ETS TRUCAS THIERRY;06410
TR034;TRIVERIO CONSTRUCTION;06202
TR035;LES TRAVAUX DU SUD;13100
TR036;TRAMED;13320
TR037;TRAFIPARC;98014
TR038;TRIBECA  SFAC;13011
TR039;TRAVASSAC FERRONNERIE D'ART;83570
TR040;TRAVAUX COURANTS FAIBLES;84140
TR041;13 OUVERT;13300
TR042;TRADIBAT;13880
TR043;DECO TREND MONACO SARL;98000
TR044;TRIPLE DIMENSIONS;83210
TR045;TRIVERIO CONSTRUCTION;06202
TR046;TRAVAUX SERVICES;13322
TR047;TRANSMETAL SARL;93120
TS001;TSE BATIMENT, SARL;83480
TS002;TSO HABITAT;83500
TS003;TSB;13950
TS004;TSE SARL;84120
TS005;TSA VENAUT;13400
TS006;TSE;13720
TS007;TSTG;83170
TS008;TSA;06670
TS009;TSM ENERGIES SERVICES SARL;83190
TS010;TSEI;75019
TT001;TTM 83;83310
TT002;TTB;13600
TU003;PRO WOOD;06340
TU004;SM TUNNEL PRADO CARRENAGE;13395
TU006;TUTEN POSE;13400
TU007;TUTZER ERIC SERRURERIE;06340
TW001;TWINS SERVICES SAS;20129
TW002;TWINS REFIT;83500
TY002;ASSA ABLOY FRANCE;10304
TY042;TYCO FIRE & SECURITY FRANCE;78180
UC001;UCPA NIOLON;13740
UF001;UFFI MARSEILLE;13292
UG002;UGECAM PACA ET CORSE;06610
UG003;UGECAM PACA ET CORSE;83610
UM001;UMHS;77002
UN006;UNIVERSITE DE LA MEDITERRANEE;13284
UN010;UNIVERSITE DE PROVENCE;13331
UN014;AIX MARSEILLE UNIVERSITE;13331
UN015;UNIVERSITE DE TOULON;83041
UN017;AIX MARSEILLE UNIVERSITE MMSH;13003
UN018;UNIVERSITE PROVENCE AIX MLLE I;13397
UN019;UNIVERSITE DE LA MEDITERRANEE;13385
UN021;UNI BAIES;83260
UN024;UNIVERSITE MONTPELLIER;34090
UN025;UNIVERSITE DE PROVENCE;13384
UN026;UNION MATERIAUX;34965
UN027;UNIVERSITE DE NICE -LOGISTIQUE;06108
UN028;UNIVERSITE DE NICE - DAPS;06108
UN029;UNIVERSITE P. & M. CURIE;PARIS
UN030;UNIVERSITE DE NICE - SOPHIA;06357
UN031;U.N.S.A. D.P.I.;06103
UN032;L'UNIVERS DE L'ALUMINIUM;06700
UN033;UNIVERS DU VERRE VAROIS;83600
UN034;UNIVERSITE NICE SOPHIA-ANTIPO.;06046
UN035;UNOCASA SRL;06000
UN036;UNITECNIC;94140
UN037;UNI SAT;13014
UN038;AIX MARSEILLE UNIVERSITE IM2NP;13003
UN039;UNIVERSITE DE LA SORBONNE;93430
UN040;UN JOUR D AVRIL;13001
UP002;U.P.SUD EXPLOITATION;83490
UR001;URGENCE SERVICES;06200
UR002;UMR CNRS 7330 CEREGE;13545
UR003;URBAN;34070
UR004;URBAINE DE TRAVAUX;91170
US001;USIDEL CONCEPT SAS;20137
UX001;UXELLO;13594
UZ001;UZ UHLMANN & ZACHER;77184
VA005;VADIMEXIM;13010
VA006;VAR FENETRE;83460
VA009;VALENZA ET FILS SARL;13012
VA010;VAR INDUSTRIE SA;83140
VA011;VAR POSE ALU;83500
VA014;VAUCLUSE FER ALU;84000
VA016;VAQUIER G ET FILS SARL;34660
VA017;VANAUD SERRURERIE;34000
VA019;VALSUDEST;13111
VA022;SERVICE FACTURIER;06270
VA023;VALENTI MENUISERIE;20167
VA025;HOTEL VALEM'S;06400
VA026;LA VARAPPE BJ;13681
VA029;VAR FENETRE;83460
VA030;VAR SERVICE DIFFUSION;83400
VA031;SCI VAL DE L'ORME;06254
VA032;VALIMMO SAS;06370
VA034;VALGAKAR SARL;13010
VA035;VALENTINE VALLEE VERTE SCI;06310
VA036;VACANCES LEO LAGRANGE;13001
VA037;VALERIAN;84275
VA038;VALTINEE;06420
VA039;VAL MARTIN;06370
VA040;VAFO FERMETURE PROTECT;04160
VA041;VALAMPE ALUMINIUM;13220
VC001;VCF SUD MANAGEMENT;13170
VC002;VCF MANAGEMENT PROVENCE;13793
VC003;VCF PROVENCE;13400
VD002;VDF ERIC DERDERIAN;13008
VD003;VDS BATI RENOV;13740
VE001;VERAND ALU PROVENCE;13004
VE003;VEYRON;83560
VE004;VERGER DELPORTE (STE NLLE) SA;06250
VE006;VIDAL ALU FRANCE SARL;30340
VE007;VE CGE - VEOLIA EAU;59038
VE008;SARL ATELIER VERNUCCI;04100
VE010;VERDINO CONSTRUCTIONS SA;83400
VE011;VERANDA SUD;30600
VE012;VERDAGNE RENE, EN NOM;13001
VE018;VERMEULEN STEPHAN;84560
VE019;VERDIER SARL;20600
VE020;VERAND'ALU;83470
VE024;VER'ALU;34070
VE027;VERNASSA ELECTRICITE;06200
VE028;VERANE VINCENT;13420
VE030;STE D'EXPL.DES ETS VENTURELLI;04100
VE031;VERRE METAL;06670
VE032;VELARIUM STORES ET FERMETURES;13400
VE033;LES VERANDAS DU SOLEIL;34970
VE034;VERRE ET LUMIERE;06200
VE035;VERTECH - ASCENSEUR;06600
VE036;VERNIER COLLEGE;06000
VE037;VEOLIA EAU-CIE GALE DES EAUX;06293
VE038;LA VERRIERE MENTONNAISE;06500
VE039;VER-Y FRANCE SARL;06300
VE040;VEZZOLI SARL;06340
VE043;LA VERANDA DU SUD;13550
VE044;VERISSIMO AGENCEMENTS;13470
VE045;VERALU SEM;06390
VE046;VERN'ELEC;13011
VE047;VERRE METAL;06670
VE048;VERANDA DE L'ETANG;13340
VE049;VEOLIA ENERGIE FRANCE;13016
VE050;VEDIS;94150
VE051;SCI VENDOME COMMERCES;13480
VE052;EURL VEYRENC THIERRY;30360
VE053;VERITRONIC;91090
VE054;VERSO MENUISERIE;13920
VE055;VERALUMETAL 83;83500
VE056;VERRE ET METAL;94380
VE057;VEDA ALUFER;13240
VE059;VERRE METAL SASU;06670
VE060;VECTRAL;83170
VE061;SARL VERRE ET BOIS;11100
VI001;MAIRIE DE MARTIGUES;13500
VI002;MAIRIE DE LA BOUILLADISSE;13720
VI003;MAIRIE PENNE/HUVEAUNE;13713
VI004;VINCENT P. MENUISERIE;84200
VI008;VILLE DE MARSEILLE;13004
VI013;HOTEL DE VILLE SORGUE;84801
VI016;VISTA SAS;13015
VI018;VITRERIE DE LA ROSE;13013
VI019;VILLE DE MARSEILLE (XI ET XII);13012
VI020;SARL SV MENUISERIE;13360
VI021;VILLE DE BERRE L'ETANG;13130
VI023;VIP PLUS (VENT.INDUST.PREVENT);34170
VI025;VILLEMINOT RENE ETS;34830
VI026;VILLA MEDITERRANNEE;13217
VI030;VINCI CONSTRUCTION FRANCE;98000
VI031;VICTOR DURY COLLEGE;06000
VI035;ALU VIGOUROUX SARL;13700
VI036;SERRURERIE DE LA MONTADE;13380
VI041;VITRE ISOL -MANOSQUE;04100
VI042;VINCENT ALUMINIUM;84170
VI064;VILLE DE MARSEILLE;13001
VI065;ETS PATRICE VILLAND;13013
VI069;VILLAS PIERRE MARANGO;83110
VI070;EDEN;13830
VI072;VITRE ISOL -AIX;13090
VI076;VIRIOT HAUTBOUT SAS;13671
VI077;VITRERIE SALONAISE;13300
VI078;VITRAMETAL;83500
VI079;VIAL MENUISERIES;34670
VI080;HOME ISOL;84120
VI081;VIALE S.C.S (MONSIEUR STORE);98000
VI082;VIACCES;84320
VI083;VILLE DU CANNET;06110
VI084;VILLE DE VILLEFRANCHE SUR MER;06236
VI085;VILLE DE MENTON;06502
VI086;VITRAGE COTE D'AZUR;06700
VI087;VILLA SAINTE CAMILLE;06590
VI088;VILLE DE NICE CENTRE ACT.SOC.;06300
VI089;VILLE DE NICE SCE EDUC.4E DIR.;06300
VI090;VILLE DE NICE DIR.GEN.DU SPORT;06300
VI091;V.I.P;38500
VI092;VIDAL ELECTRICITE;21078
VI093;VITRERIE DE VALESCURE;83700
VI094;SARL VIDAL ALU;83300
VI096;VILLE DU LUC EN PROVENCE;83340
VI097;VILLE DU PUGET;83480
VI098;VIALE ET CIE S.C.S;98000
VI099;VIALARD YVES MIROITERIE;06460
VI100;VITROLLES INNOVATION PLAQUISTE;13127
VI101;SCI VICTORY;06100
VI102;VIALA;34160
VI103;DIRECTION DES SPORTS;13090
VI104;VITRERIE MIROITERIE AGATHOISE;34300
VI105;VIETECH;94800
VI106;VIA2S DISTRIBUTION;91350
VI107;FACEO FM IDF;78230
VI109;VINCI CONSTRUCTION;92851
VI110;VIDEO CONSULT;92120
VI111;VILLEMONTEIL;87270
VI112;HOTEL DE VILLE DE MANDRES;94520
VI113;VIA AURELIA SOLUTIONS;13410
VI114;VIGIDEV;95100
VI115;VIRIOT HAUTBOUT;13671
VI116;VINCI CONSTRUCTION MONACO;98000
VI117;VICTORINE LEBORGNE ARCHITECTE;83390
VL001;VL FERRONNERIE;13140
VM002;VMS RENOVATION SARL;13011
VM003;VM 113;34400
VM005;VM 13260;13260
VO002;VOISEY CONCEPTS REALISATIONS;13960
VO003;VOLETS MENUISERIES SERVICES;13004
VO005;A VOTRE SERVICE;13400
VO006;VOLALUX SARL;83490
VS001;VAUCLUSIENNE SERRUR.ET MENUIS.;84300
VS002;VSM;04200
VU001;VULCAIN METAL;91350
WE003;WECO FRANCE;06514
WI004;WINDOWSTORES;13008
WI005;ACCES SERVICE;06600
WI006;WINDOOR SSM;13010
WI007;SDC WILLIAM CARR;13006
WO002;WOODYBAT SFAC;13005
WO003;WOLF ET ASSOCIES;13300
WO004;WOODBOX CREATION;06600
WO005;WOOD HABITAT;06130
WU001;"WULFAERT ""ALL SERVICES PRO""";06440
WW002;W & W SARL;13290
WY001;WYNDOWZ SAS;06284
YA001;YARA SCI;13012
YA002;YACHTELEC;13600
YA003;YACHT CLUB DE MONACO;98000
YA004;YACHTING SPIRIT;13600
YA005;YACHT CHANDLERS;06600
YA006;YANNICK BAECKE;83640
YC001;YCPR;13269
YD001;YDRA MARINE SARL IPS MER;06600
YH001;YHL YACHT HARDWARE LOGISTICS;13600
YO001;YORIS ANTOINE;34725
YS001;L'YSER;75008
YV001;YVON ELEC'PLOM;13190
YV002;YVROUD;73220
ZA001;ZAKARIAN RICHARD;13015
ZA004;ZAMPONI JM MIROITERIE SAS;06110
ZA009;ENTREPRISE ZAKARIAN SASU;13015
ZA010;ZAZA SARL;38320
ZA011;ZALIX;93210
ZE001;LES ZELLES S.A;88250
ZE002;ZE LUI;06250
ZE003;M ZENNOUN;13600
ZO002;ETABLISSEMENTS ZONCA;34690
ZO003;ZONCA SOCIETE NOUVELLE;34690
ZO005;ATELIER ZOPPI ET FILS;06390
ZO006;STE ZOPPI PAUL ET FILS;06390
ZO007;ZOLPAN;69316
ZU001;ZUFIC, SARL;13013
ZU003;ZUCCARELLI MENUISERIE;20138
ZZ001;COMPT PARTICULIER VOIR ZZ101;
ZZ002;DIVERS ADMINI VOIR ZZ102;
ZZ003;CONTRE REMBOURS VOIR ZZ103;
ZZ004;DIVERS PERSONNEL VOIR ZZ104;
ZZ005;CLIENTS CORSES VOIR CPTE ZZ105;.
ZZ006;COMPTANT COUPPEY VOIR ZZ106;
ZZ007;COMPTANTS RICHARD VOIR ZZ107;13000
ZZ008;CLIENT EXO TVA VOIR CPTE ZZ108;
ZZ009;COMPTANT SIDI KARIM VOIR ZZ109;
ZZ010;COMPTANT CARTA VOIR ZZ110;
ZZ011;COMPTANT ENTREPRISE VOIR ZZ111;
ZZ012;COMPTANT RUDY VOIR ZZ112;
ZZ014;COMPTANT LIONEL GIOMETTI;
ZZ016;COMPTANT ATADEGNON FABIEN;
ZZ017;COMPTANT DESSORT CYRILLE;
ZZ018;COMPTANT PALMIERI VOIR ZZ118;
ZZ019;COMPTANT JEAN-MI VOIR ZZ119;
ZZ020;CLIENT PUBLIC YZYNET;
ZZ021;COMPTANT THOMAS FOUBERT;
ZZ022;COMPTANT B LILAIS VOIR ZZ122;
ZZ023;COMPTANT J.F VRAND VOIR ZZ123;
ZZ024;COMPTANT ATTALI ALEXANDRE;
ZZ025;COMPTANT STEPHANE RAINE;
ZZ026;COMPTANT VEDIS;
ZZ027;COMPTANT LEPORINI AXEL;
ZZ028;CPT ORTIZ ANTHONY;
ZZ029;COMPTANT ATTAL PHILIPPE;
ZZ030;COMPTANT HAMDOUCHE BRUNO;
ZZ031;COMPTANT DECOURT CAROLE;
ZZ032;COMPTANT LORIS DE GREGORIO;
ZZ033;COMPTANT GREGORY KREMPP;13011
ZZ034;COMPTANT LUDOVIC ESTAMPE;13011
ZZ101;COMPTANT PARTICULIER;
ZZ102;DIVERS ADMINISTRATIONS;
ZZ103;CONTRE REMBOURSEMENT;
ZZ104;DIVERS PERSONNEL;
ZZ105;CLIENT CORSE NON EN COMPTE;
ZZ106;COMPTANT COUPPEY;
ZZ107;CPT BRARD;
ZZ108;CLIENTS EXONERES TVA;
ZZ109;COMPTANT SIDI YAKOUB KARIM;
ZZ110;COMPTANT CARTA;
ZZ111;COMPTANT ENTREPRISE;
ZZ112;COMPTANT RUDY;
ZZ114;COMPTANT ARMANDO DA SILVA;
ZZ115;CLIENTS EXONERES TVA CEE;
ZZ116;COMPTANT CLAUDE BECOT;
ZZ118;COMPTANT PALMIERI;
ZZ119;COMPTANT JEAN-MICHEL;
ZZ122;COMPTANT BRUNO LILAIS;
ZZ123;COMPTANT J.F VRAND;
ZZ124;COMPTANT ATTALI ALEXANDRE;
ZZ125;COMPTANT GUASP;
